timestamp,price,datetime,last_digit
1758273752,1108.98,2025-09-19 09:22:32,8
1758273754,1108.58,2025-09-19 09:22:34,8
1758273756,1108.94,2025-09-19 09:22:36,4
1758273758,1109.42,2025-09-19 09:22:38,2
1758273760,1109.4,2025-09-19 09:22:40,4
1758273762,1108.97,2025-09-19 09:22:42,7
1758273764,1108.74,2025-09-19 09:22:44,4
1758273766,1108.64,2025-09-19 09:22:46,4
1758273768,1108.51,2025-09-19 09:22:48,1
1758273770,1108.31,2025-09-19 09:22:50,1
1758273772,1108.5,2025-09-19 09:22:52,5
1758273774,1108.63,2025-09-19 09:22:54,3
1758273776,1108.63,2025-09-19 09:22:56,3
1758273778,1108.67,2025-09-19 09:22:58,7
1758273780,1108.78,2025-09-19 09:23:00,8
1758273782,1108.45,2025-09-19 09:23:02,5
1758273784,1108.17,2025-09-19 09:23:04,7
1758273786,1107.97,2025-09-19 09:23:06,7
1758273788,1107.9,2025-09-19 09:23:08,9
1758273790,1108.2,2025-09-19 09:23:10,2
1758273792,1108.64,2025-09-19 09:23:12,4
1758273794,1108.66,2025-09-19 09:23:14,6
1758273796,1108.5,2025-09-19 09:23:16,5
1758273798,1108.68,2025-09-19 09:23:18,8
1758273800,1108.84,2025-09-19 09:23:20,4
1758273802,1108.93,2025-09-19 09:23:22,3
1758273804,1109.38,2025-09-19 09:23:24,8
1758273806,1109.47,2025-09-19 09:23:26,7
1758273808,1109.54,2025-09-19 09:23:28,4
1758273810,1109.01,2025-09-19 09:23:30,1
1758273812,1108.98,2025-09-19 09:23:32,8
1758273814,1109.07,2025-09-19 09:23:34,7
1758273816,1108.52,2025-09-19 09:23:36,2
1758273818,1108.31,2025-09-19 09:23:38,1
1758273820,1108.48,2025-09-19 09:23:40,8
1758273822,1108.44,2025-09-19 09:23:42,4
1758273824,1108.74,2025-09-19 09:23:44,4
1758273826,1108.53,2025-09-19 09:23:46,3
1758273828,1108.22,2025-09-19 09:23:48,2
1758273830,1108.16,2025-09-19 09:23:50,6
1758273832,1107.96,2025-09-19 09:23:52,6
1758273834,1108.05,2025-09-19 09:23:54,5
1758273836,1108.4,2025-09-19 09:23:56,4
1758273838,1107.95,2025-09-19 09:23:58,5
1758273840,1107.82,2025-09-19 09:24:00,2
1758273842,1107.51,2025-09-19 09:24:02,1
1758273844,1107.73,2025-09-19 09:24:04,3
1758273846,1107.2,2025-09-19 09:24:06,2
1758273848,1107.25,2025-09-19 09:24:08,5
1758273850,1107.25,2025-09-19 09:24:10,5
1758273852,1107.89,2025-09-19 09:24:12,9
1758273854,1108.13,2025-09-19 09:24:14,3
1758273856,1108.34,2025-09-19 09:24:16,4
1758273858,1108.34,2025-09-19 09:24:18,4
1758273860,1108.19,2025-09-19 09:24:20,9
1758273862,1108.47,2025-09-19 09:24:22,7
1758273864,1108.05,2025-09-19 09:24:24,5
